condition,bearing_id,fault_type,sample_index,life_ratio,RUL_ratio,HI_bearing
35Hz12kN,Bearing1_1,Outer race,64,0.5163934426229508,0.4836065573770491,0.037151424784684355
35Hz12kN,Bearing1_1,Outer race,65,0.5245901639344263,0.4754098360655737,0.03761471058813883
35Hz12kN,Bearing1_1,Outer race,66,0.5327868852459017,0.4672131147540983,0.038760081175143325
35Hz12kN,Bearing1_1,Outer race,67,0.5409836065573771,0.4590163934426229,0.04039599497570492
35Hz12kN,Bearing1_1,Outer race,68,0.5491803278688525,0.4508196721311475,0.04220485829710281
35Hz12kN,Bearing1_1,Outer race,69,0.5573770491803278,0.4426229508196722,0.044432602359829446
35Hz12kN,Bearing1_1,Outer race,70,0.5655737704918032,0.4344262295081967,0.04732895046256472
35Hz12kN,Bearing1_1,Outer race,71,0.5737704918032787,0.4262295081967213,0.05112293199889402
35Hz12kN,Bearing1_1,Outer race,72,0.5819672131147541,0.4180327868852459,0.056130759536390296
35Hz12kN,Bearing1_1,Outer race,73,0.5901639344262295,0.4098360655737705,0.0619251963636922
35Hz12kN,Bearing1_1,Outer race,74,0.5983606557377049,0.4016393442622951,0.06943421676372688
35Hz12kN,Bearing1_1,Outer race,75,0.6065573770491803,0.3934426229508196,0.08547863800536491
35Hz12kN,Bearing1_1,Outer race,76,0.6147540983606558,0.3852459016393442,0.11191482858766733
35Hz12kN,Bearing1_1,Outer race,77,0.6229508196721312,0.3770491803278688,0.14810997815145838
35Hz12kN,Bearing1_1,Outer race,78,0.6311475409836066,0.3688524590163934,0.19500753716194758
35Hz12kN,Bearing1_1,Outer race,79,0.639344262295082,0.360655737704918,0.2508519148190158
35Hz12kN,Bearing1_1,Outer race,80,0.6475409836065574,0.3524590163934425,0.3027297181360412
35Hz12kN,Bearing1_1,Outer race,81,0.6557377049180327,0.3442622950819672,0.34708778839656274
35Hz12kN,Bearing1_1,Outer race,82,0.6639344262295082,0.3360655737704918,0.3834227855064228
35Hz12kN,Bearing1_1,Outer race,83,0.6721311475409836,0.3278688524590164,0.4121075735412359
35Hz12kN,Bearing1_1,Outer race,84,0.680327868852459,0.319672131147541,0.43415143023438596
35Hz12kN,Bearing1_1,Outer race,85,0.6885245901639344,0.3114754098360656,0.45399758194473316
35Hz12kN,Bearing1_1,Outer race,86,0.6967213114754098,0.3032786885245901,0.47438793784062516
35Hz12kN,Bearing1_1,Outer race,87,0.7049180327868853,0.2950819672131147,0.49471201774413565
35Hz12kN,Bearing1_1,Outer race,88,0.7131147540983607,0.2868852459016393,0.5133268376135282
35Hz12kN,Bearing1_1,Outer race,89,0.7213114754098361,0.2786885245901639,0.5291036710487027
35Hz12kN,Bearing1_1,Outer race,90,0.7295081967213115,0.2704918032786885,0.5443490319875183
35Hz12kN,Bearing1_1,Outer race,91,0.7377049180327869,0.2622950819672131,0.5571248485446557
35Hz12kN,Bearing1_1,Outer race,92,0.7459016393442623,0.2540983606557376,0.5688523115644752
35Hz12kN,Bearing1_1,Outer race,93,0.7540983606557377,0.2459016393442623,0.5820925881530659
35Hz12kN,Bearing1_1,Outer race,94,0.7622950819672131,0.2377049180327869,0.5968754292396985
35Hz12kN,Bearing1_1,Outer race,95,0.7704918032786885,0.2295081967213115,0.6123082767775221
35Hz12kN,Bearing1_1,Outer race,96,0.7786885245901639,0.2213114754098361,0.6271199744936332
35Hz12kN,Bearing1_1,Outer race,97,0.7868852459016393,0.2131147540983606,0.64248091865472
35Hz12kN,Bearing1_1,Outer race,98,0.7950819672131147,0.2049180327868852,0.6555018085718889
35Hz12kN,Bearing1_1,Outer race,99,0.8032786885245902,0.1967213114754098,0.666456538863557
35Hz12kN,Bearing1_1,Outer race,100,0.8114754098360656,0.1885245901639344,0.6747881264033594
35Hz12kN,Bearing1_1,Outer race,101,0.819672131147541,0.180327868852459,0.6842566588468066
35Hz12kN,Bearing1_1,Outer race,102,0.8278688524590164,0.1721311475409835,0.6913347239730544
35Hz12kN,Bearing1_1,Outer race,103,0.8360655737704918,0.1639344262295081,0.6967860836301007
35Hz12kN,Bearing1_1,Outer race,104,0.8442622950819673,0.1557377049180327,0.7016569662908999
35Hz12kN,Bearing1_1,Outer race,105,0.8524590163934426,0.1475409836065574,0.7064293855432981
35Hz12kN,Bearing1_1,Outer race,106,0.860655737704918,0.139344262295082,0.7087795241890221
35Hz12kN,Bearing1_1,Outer race,107,0.8688524590163934,0.1311475409836066,0.7118300410075598
35Hz12kN,Bearing1_1,Outer race,108,0.8770491803278688,0.1229508196721311,0.716354687618384
35Hz12kN,Bearing1_1,Outer race,109,0.8852459016393442,0.1147540983606557,0.7202806910331371
35Hz12kN,Bearing1_1,Outer race,110,0.8934426229508197,0.1065573770491803,0.7250274515072306
35Hz12kN,Bearing1_1,Outer race,111,0.9016393442622952,0.0983606557377049,0.7314304421701509
35Hz12kN,Bearing1_1,Outer race,112,0.9098360655737704,0.0901639344262295,0.7375695154587533
35Hz12kN,Bearing1_1,Outer race,113,0.918032786885246,0.081967213114754,0.7431052265607152
35Hz12kN,Bearing1_1,Outer race,114,0.9262295081967212,0.0737704918032786,0.7496154397627568
35Hz12kN,Bearing1_1,Outer race,115,0.9344262295081968,0.0655737704918032,0.7546911415879454
35Hz12kN,Bearing1_1,Outer race,116,0.9426229508196722,0.0573770491803278,0.7603853504298753
35Hz12kN,Bearing1_1,Outer race,117,0.9508196721311476,0.0491803278688525,0.7693236883889711
35Hz12kN,Bearing1_1,Outer race,118,0.9590163934426228,0.040983606557377,0.7859987192120903
35Hz12kN,Bearing1_1,Outer race,119,0.9672131147540984,0.0327868852459016,0.8337771327070478
35Hz12kN,Bearing1_1,Outer race,120,0.9754098360655736,0.0245901639344262,0.8814058177480171
35Hz12kN,Bearing1_1,Outer race,121,0.9836065573770492,0.0163934426229508,0.9266704430869721
35Hz12kN,Bearing1_1,Outer race,122,0.9918032786885246,0.0081967213114754,0.9596187070003247
35Hz12kN,Bearing1_1,Outer race,123,1.0,0.0,1.0
35Hz12kN,Bearing1_2,Outer race,1,0.0,1.0,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,2,0.00625,0.99375,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,3,0.0125,0.9875,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,4,0.01875,0.98125,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,5,0.025,0.975,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,6,0.03125,0.96875,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,7,0.0375,0.9625,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,8,0.04375,0.95625,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,9,0.05,0.95,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,10,0.05625,0.94375,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,11,0.0625,0.9375,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,12,0.06875,0.93125,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,13,0.075,0.925,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,14,0.08125,0.91875,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,15,0.0875,0.9125,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,16,0.09375,0.90625,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,17,0.1,0.9,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,18,0.10625,0.89375,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,19,0.1125,0.8875,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,20,0.11875,0.88125,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,21,0.125,0.875,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,22,0.13125,0.86875,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,23,0.1375,0.8625,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,24,0.14375,0.85625,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,25,0.15,0.85,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,26,0.15625,0.84375,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,27,0.1625,0.8375,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,28,0.16875,0.83125,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,29,0.175,0.825,0.003286645755348977
35Hz12kN,Bearing1_2,Outer race,30,0.18125,0.81875,0.004888844622968994
35Hz12kN,Bearing1_2,Outer race,31,0.1875,0.8125,0.008130878736506548
35Hz12kN,Bearing1_2,Outer race,32,0.19375,0.80625,0.01227008000713862
35Hz12kN,Bearing1_2,Outer race,33,0.2,0.8,0.015864110233235452
35Hz12kN,Bearing1_2,Outer race,34,0.20625,0.79375,0.019258948888734757
35Hz12kN,Bearing1_2,Outer race,35,0.2125,0.7875,0.022373403152712676
35Hz12kN,Bearing1_2,Outer race,36,0.21875,0.78125,0.025062290358778307
35Hz12kN,Bearing1_2,Outer race,37,0.225,0.775,0.027491532129392836
35Hz12kN,Bearing1_2,Outer race,38,0.23125,0.76875,0.03005948059195577
35Hz12kN,Bearing1_2,Outer race,39,0.2375,0.7625,0.03254804477272265
35Hz12kN,Bearing1_2,Outer race,40,0.24375,0.75625,0.034869644216734406
35Hz12kN,Bearing1_2,Outer race,41,0.25,0.75,0.03677570017641192
35Hz12kN,Bearing1_2,Outer race,42,0.25625,0.74375,0.038507603242527
35Hz12kN,Bearing1_2,Outer race,43,0.2625,0.7375,0.040557362789376994
35Hz12kN,Bearing1_2,Outer race,44,0.26875,0.73125,0.042776026274955595
35Hz12kN,Bearing1_2,Outer race,45,0.275,0.725,0.04474573902668631
35Hz12kN,Bearing1_2,Outer race,46,0.28125,0.71875,0.04722289666366116
35Hz12kN,Bearing1_2,Outer race,47,0.2875,0.7125,0.04963976317162373
35Hz12kN,Bearing1_2,Outer race,48,0.29375,0.70625,0.05176289007226722
35Hz12kN,Bearing1_2,Outer race,49,0.3,0.7,0.0541650541616477
35Hz12kN,Bearing1_2,Outer race,50,0.30625,0.69375,0.057705297760405186
35Hz12kN,Bearing1_2,Outer race,51,0.3125,0.6875,0.061521010046524195
35Hz12kN,Bearing1_2,Outer race,52,0.31875,0.68125,0.06620659752847702
35Hz12kN,Bearing1_2,Outer race,53,0.325,0.675,0.07299910787551582
35Hz12kN,Bearing1_2,Outer race,54,0.33125,0.66875,0.08304812177797297
35Hz12kN,Bearing1_2,Outer race,55,0.3375,0.6625,0.09645471350605173
35Hz12kN,Bearing1_2,Outer race,56,0.34375,0.65625,0.11393577767606437
35Hz12kN,Bearing1_2,Outer race,57,0.35,0.65,0.1341870020524165
35Hz12kN,Bearing1_2,Outer race,58,0.35625,0.64375,0.15497315041191395
35Hz12kN,Bearing1_2,Outer race,59,0.3625,0.6375,0.17425090916062305
35Hz12kN,Bearing1_2,Outer race,60,0.36875,0.63125,0.1965569464768226
35Hz12kN,Bearing1_2,Outer race,61,0.375,0.625,0.22120651392773535
35Hz12kN,Bearing1_2,Outer race,62,0.38125,0.61875,0.25021790414523903
35Hz12kN,Bearing1_2,Outer race,63,0.3875,0.6125,0.2844878682723605
35Hz12kN,Bearing1_2,Outer race,64,0.39375,0.60625,0.3235961984567416
35Hz12kN,Bearing1_2,Outer race,65,0.4,0.6,0.35765905693707767
35Hz12kN,Bearing1_2,Outer race,66,0.40625,0.59375,0.3874331390063248
35Hz12kN,Bearing1_2,Outer race,67,0.4125,0.5875,0.41198927744115943
35Hz12kN,Bearing1_2,Outer race,68,0.41875,0.58125,0.4308870643854628
35Hz12kN,Bearing1_2,Outer race,69,0.425,0.575,0.44361019854823336
35Hz12kN,Bearing1_2,Outer race,70,0.43125,0.56875,0.4538889225633243
35Hz12kN,Bearing1_2,Outer race,71,0.4375,0.5625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,72,0.44375,0.55625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,73,0.45,0.55,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,74,0.45625,0.54375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,75,0.4625,0.5375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,76,0.46875,0.53125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,77,0.475,0.525,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,78,0.48125,0.51875,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,79,0.4875,0.5125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,80,0.49375,0.50625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,81,0.5,0.5,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,82,0.50625,0.49375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,83,0.5125,0.4875,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,84,0.51875,0.4812499999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,85,0.525,0.475,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,86,0.53125,0.46875,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,87,0.5375,0.4625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,88,0.54375,0.45625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,89,0.55,0.4499999999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,90,0.55625,0.44375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,91,0.5625,0.4375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,92,0.56875,0.43125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,93,0.575,0.425,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,94,0.58125,0.4187499999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,95,0.5875,0.4125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,96,0.59375,0.40625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,97,0.6,0.4,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,98,0.60625,0.39375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,99,0.6125,0.3874999999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,100,0.61875,0.38125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,101,0.625,0.375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,102,0.63125,0.36875,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,103,0.6375,0.3625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,104,0.64375,0.3562499999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,105,0.65,0.35,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,106,0.65625,0.34375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,107,0.6625,0.3375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,108,0.66875,0.33125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,109,0.675,0.3249999999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,110,0.68125,0.31875,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,111,0.6875,0.3125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,112,0.69375,0.30625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,113,0.7,0.3,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,114,0.70625,0.2937499999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,115,0.7125,0.2875,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,116,0.71875,0.28125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,117,0.725,0.275,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,118,0.73125,0.26875,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,119,0.7375,0.2624999999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,120,0.74375,0.25625,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,121,0.75,0.25,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,122,0.75625,0.24375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,123,0.7625,0.2375,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,124,0.76875,0.2312499999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,125,0.775,0.2249999999999999,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,126,0.78125,0.21875,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,127,0.7875,0.2125,0.45947572965337435
35Hz12kN,Bearing1_2,Outer race,128,0.79375,0.20625,0.4674551376583425
35Hz12kN,Bearing1_2,Outer race,129,0.8,0.1999999999999999,0.48318497253061377
35Hz12kN,Bearing1_2,Outer race,130,0.80625,0.1937499999999999,0.49744596763797444
35Hz12kN,Bearing1_2,Outer race,131,0.8125,0.1875,0.5089977100825648
35Hz12kN,Bearing1_2,Outer race,132,0.81875,0.18125,0.5195730480013816
35Hz12kN,Bearing1_2,Outer race,133,0.825,0.175,0.5284982763055833
35Hz12kN,Bearing1_2,Outer race,134,0.83125,0.1687499999999999,0.5375357321465304
35Hz12kN,Bearing1_2,Outer race,135,0.8375,0.1624999999999999,0.5477006854915499
35Hz12kN,Bearing1_2,Outer race,136,0.84375,0.15625,0.5578735361573013
35Hz12kN,Bearing1_2,Outer race,137,0.85,0.15,0.5656736946267299
35Hz12kN,Bearing1_2,Outer race,138,0.85625,0.14375,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,139,0.8625,0.1374999999999999,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,140,0.86875,0.1312499999999999,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,141,0.875,0.125,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,142,0.88125,0.11875,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,143,0.8875,0.1125,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,144,0.89375,0.1062499999999999,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,145,0.9,0.0999999999999999,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,146,0.90625,0.09375,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,147,0.9125,0.0875,0.5676708036331479
35Hz12kN,Bearing1_2,Outer race,148,0.91875,0.08125,0.5991153088189203
35Hz12kN,Bearing1_2,Outer race,149,0.925,0.0749999999999999,0.6317779581936696
35Hz12kN,Bearing1_2,Outer race,150,0.93125,0.0687499999999999,0.6644800029999122
35Hz12kN,Bearing1_2,Outer race,151,0.9375,0.0625,0.6938043972881066
35Hz12kN,Bearing1_2,Outer race,152,0.94375,0.05625,0.7233252761439437
35Hz12kN,Bearing1_2,Outer race,153,0.95,0.05,0.7536999814956044
35Hz12kN,Bearing1_2,Outer race,154,0.95625,0.0437499999999999,0.7868520062450036
35Hz12kN,Bearing1_2,Outer race,155,0.9625,0.0374999999999999,0.8276314783512682
35Hz12kN,Bearing1_2,Outer race,156,0.96875,0.03125,0.8783955321487598
35Hz12kN,Bearing1_2,Outer race,157,0.975,0.025,0.9218864067101554
35Hz12kN,Bearing1_2,Outer race,158,0.98125,0.01875,0.9581388386152352
35Hz12kN,Bearing1_2,Outer race,159,0.9875,0.0124999999999999,0.9858624277985687
35Hz12kN,Bearing1_2,Outer race,160,0.99375,0.0062499999999999,1.0
35Hz12kN,Bearing1_2,Outer race,161,1.0,0.0,1.0
35Hz12kN,Bearing1_3,Outer race,1,0.0,1.0,0.0
35Hz12kN,Bearing1_3,Outer race,2,0.0063694267515923,0.9936305732484076,2.270939737450084e-05
35Hz12kN,Bearing1_3,Outer race,3,0.0127388535031847,0.9872611464968152,0.00015104015373411855
35Hz12kN,Bearing1_3,Outer race,4,0.019108280254777,0.9808917197452228,0.0002616614094884882
35Hz12kN,Bearing1_3,Outer race,5,0.0254777070063694,0.9745222929936306,0.0003314121320218674
35Hz12kN,Bearing1_3,Outer race,6,0.0318471337579617,0.9681528662420382,0.0003572330543558025
35Hz12kN,Bearing1_3,Outer race,7,0.0382165605095541,0.961783439490446,0.0003572330543558025
35Hz12kN,Bearing1_3,Outer race,8,0.0445859872611464,0.9554140127388536,0.0003572330543558025
35Hz12kN,Bearing1_3,Outer race,9,0.0509554140127388,0.9490445859872612,0.0003572330543558025
35Hz12kN,Bearing1_3,Outer race,10,0.0573248407643312,0.9426751592356688,0.0003572330543558025
35Hz12kN,Bearing1_3,Outer race,11,0.0636942675159235,0.9363057324840764,0.00048263282548449417
35Hz12kN,Bearing1_3,Outer race,12,0.0700636942675159,0.929936305732484,0.000751348312818201
35Hz12kN,Bearing1_3,Outer race,13,0.0764331210191082,0.9235668789808916,0.0009441498423976176
35Hz12kN,Bearing1_3,Outer race,14,0.0828025477707006,0.9171974522292994,0.0011188899554977188
35Hz12kN,Bearing1_3,Outer race,15,0.0891719745222929,0.910828025477707,0.0012452801002080954
35Hz12kN,Bearing1_3,Outer race,16,0.0955414012738853,0.9044585987261148,0.001532850770980862
35Hz12kN,Bearing1_3,Outer race,17,0.1019108280254777,0.8980891719745223,0.00181717761226673
35Hz12kN,Bearing1_3,Outer race,18,0.10828025477707,0.89171974522293,0.002267416195499306
35Hz12kN,Bearing1_3,Outer race,19,0.1146496815286624,0.8853503184713376,0.0026976502959874925
35Hz12kN,Bearing1_3,Outer race,20,0.1210191082802547,0.8789808917197452,0.0031232314471190165
35Hz12kN,Bearing1_3,Outer race,21,0.1273885350318471,0.8726114649681529,0.0033419772109263826
