day,current,current_theoretical,temperature,speed_rpm,I_obs,I_theo,T,delta_I,current_s,current_theoretical_s,temperature_s,norm_current,norm_temperature,norm_abs_delta,HI2,HI2_like
10,0.1085,0.112159,35.0,3000,0.1085,0.112159,35.0,-0.0036589999999999956,0.11308780487804877,0.11464660975609756,35.01951219512195,0.0,0.0,0.1692195275357494,0.01692195275357494,0.01692195275357494
11,0.1087,0.112405,35.0,3000,0.1087,0.112405,35.0,-0.003705,0.11328333333333333,0.11477147619047619,35.02142857142857,0.0,0.0,0.17134691159331847,0.017134691159331847,0.017134691159331847
12,0.1146,0.112652,35.0,3000,0.1146,0.112652,35.0,0.0019479999999999914,0.11342093023255816,0.11489639534883721,35.02093023255814,0.0,0.0,0.09009009009008985,0.009009009009008985,0.009009009009008985
13,0.0976,0.1129,35.0,3000,0.0976,0.1129,35.0,-0.015299999999999994,0.113525,0.11502136363636363,35.02045454545455,0.0,0.0,0.7075864365392096,0.07075864365392097,0.07075864365392097
14,0.0993,0.113147,35.0,3000,0.0993,0.113147,35.0,-0.013846999999999998,0.11342,0.1151464,35.02,0.0,0.0,0.6403888488077409,0.0640388848807741,0.0640388848807741
15,0.1089,0.113394,35.0,3000,0.1089,0.113394,35.0,-0.004493999999999998,0.11345652173913044,0.11527147826086957,35.0195652173913,0.0,0.0,0.20783617292857565,0.020783617292857565,0.020783617292857565
16,0.1055,0.113642,35.0,3000,0.1055,0.113642,35.0,-0.00814200000000001,0.11354255319148936,0.1153966170212766,35.01914893617022,0.0,0.0,0.3765469781896898,0.037654697818968984,0.037654697818968984
17,0.1164,0.11389,35.0,3000,0.1164,0.11389,35.0,0.0025099999999999983,0.11388333333333334,0.11552183333333332,35.020833333333336,0.0,0.0,0.11608117357604023,0.011608117357604024,0.011608117357604024
18,0.1069,0.114138,35.0,3000,0.1069,0.114138,35.0,-0.007238000000000008,0.11409795918367346,0.11564710204081632,35.022448979591836,0.0,0.0,0.33473925671051025,0.03347392567105103,0.03347392567105103
19,0.1031,0.114386,35.0,3000,0.1031,0.114386,35.0,-0.011286000000000004,0.113972,0.11577242,35.022,0.0,0.0,0.5219490537765703,0.05219490537765703,0.05219490537765703
20,0.1264,0.114634,35.1,3000,0.1264,0.114634,35.1,0.011766000000000013,0.1141843137254902,0.11589780392156863,35.023529411764706,0.0,0.0,0.5441478439425067,0.054414784394250675,0.054414784394250675
21,0.1131,0.114883,35.0,3000,0.1131,0.114883,35.0,-0.001782999999999993,0.11428269230769231,0.11602325000000001,35.02307692307692,0.0,0.0,0.08245925597054941,0.008245925597054941,0.008245925597054941
22,0.1157,0.115132,35.0,3000,0.1157,0.115132,35.0,0.0005679999999999991,0.11433962264150943,0.11614875471698113,35.02264150943396,0.0,0.0,0.026268568363024217,0.0026268568363024217,0.0026268568363024217
23,0.104,0.115381,35.0,3000,0.104,0.115381,35.0,-0.011381000000000002,0.11458888888888889,0.1162743148148148,35.02407407407407,0.0,0.0,0.526342564330245,0.052634256433024496,0.052634256433024496
24,0.1113,0.11563,35.0,3000,0.1113,0.11563,35.0,-0.0043300000000000005,0.11489454545454546,0.11639992727272727,35.025454545454544,0.0,0.0,0.20025158628854764,0.020025158628854765,0.020025158628854765
25,0.1168,0.115879,35.0,3000,0.1168,0.115879,35.0,0.0009210000000000051,0.11518035714285714,0.11652560714285713,35.026785714285715,0.0,0.0,0.04259392863088993,0.0042593928630889925,0.0042593928630889925
26,0.1069,0.116128,35.0,3000,0.1069,0.116128,35.0,-0.009228,0.11521228070175439,0.11665133333333333,35.026315789473685,0.0,0.0,0.4267717409401195,0.04267717409401195,0.04267717409401195
27,0.1194,0.116378,35.0,3000,0.1194,0.116378,35.0,0.003022000000000011,0.11532068965517242,0.11677712068965518,35.02758620689655,0.0,0.0,0.13975988308637252,0.013975988308637253,0.013975988308637253
28,0.1118,0.116628,35.0,3000,0.1118,0.116628,35.0,-0.004827999999999999,0.11551694915254238,0.11690296610169491,35.02881355932203,0.0,0.0,0.22328283108570615,0.022328283108570615,0.022328283108570615
29,0.1145,0.116878,35.0,3000,0.1145,0.116878,35.0,-0.0023779999999999912,0.11579666666666667,0.11702888333333333,35.03,0.0,0.0,0.1099765062804075,0.01099765062804075,0.01099765062804075
30,0.1123,0.117128,35.0,3000,0.1123,0.117128,35.0,-0.004827999999999999,0.11588032786885245,0.1171548524590164,35.03114754098361,0.0,0.0,0.22328283108570615,0.022328283108570615,0.022328283108570615
31,0.1322,0.117378,35.1,3000,0.1322,0.117378,35.1,0.014822000000000016,0.11604098360655737,0.11740516393442622,35.032786885245905,0.0,0.0,0.6854801413322993,0.06854801413322993,0.06854801413322993
32,0.1175,0.117628,35.0,3000,0.1175,0.117628,35.0,-0.0001280000000000031,0.1161655737704918,0.1176556393442623,35.032786885245905,0.0,0.0,0.005919677377583076,0.0005919677377583077,0.0005919677377583077
33,0.1094,0.117879,35.0,3000,0.1094,0.117879,35.0,-0.008479,0.11617377049180327,0.1179062950819672,35.032786885245905,0.0,0.0,0.3921323787853569,0.039213237878535694,0.039213237878535694
34,0.1247,0.11813,35.1,3000,0.1247,0.11813,35.1,0.006570000000000006,0.11633114754098361,0.11815713114754098,35.032786885245905,0.0,0.0,0.30384594039624924,0.030384594039624926,0.030384594039624926
35,0.1086,0.118381,35.0,3000,0.1086,0.118381,35.0,-0.009780999999999998,0.11679016393442623,0.11840814754098361,35.03606557377049,0.0,0.0,0.45234659711045816,0.045234659711045816,0.045234659711045816
36,0.1203,0.118632,35.1,3000,0.1203,0.118632,35.1,0.0016680000000000028,0.11706229508196722,0.11865932786885246,35.03770491803279,0.0,0.0,0.07714079582662771,0.007714079582662771,0.007714079582662771
37,0.1032,0.118883,35.0,3000,0.1032,0.118883,35.0,-0.015683000000000002,0.11723770491803279,0.11891068852459016,35.03934426229508,0.0,0.0,0.7252992211924464,0.07252992211924464,0.07252992211924464
38,0.1085,0.119135,35.0,3000,0.1085,0.119135,35.0,-0.010635000000000006,0.11743606557377048,0.11916222950819672,35.040983606557376,0.0,0.0,0.49184194461401964,0.049184194461401966,0.049184194461401966
39,0.121,0.119387,35.1,3000,0.121,0.119387,35.1,0.0016130000000000033,0.1176655737704918,0.11941395081967214,35.04262295081968,0.0,0.0,0.07459718445344757,0.007459718445344757,0.007459718445344757
40,0.1255,0.119638,35.1,3000,0.1255,0.119638,35.1,0.005862000000000006,0.11789344262295082,0.11966583606557377,35.04426229508197,0.0,0.0,0.2711027249014936,0.027110272490149363,0.027110272490149363
41,0.1213,0.119891,35.1,3000,0.1213,0.119891,35.1,0.0014090000000000075,0.11840655737704917,0.11991790163934425,35.04754098360656,0.0,0.0,0.06516269863292497,0.006516269863292497,0.006516269863292497
42,0.1192,0.120143,35.0,3000,0.1192,0.120143,35.0,-0.0009429999999999994,0.11871475409836066,0.1201701475409836,35.049180327868854,0.0,0.0,0.04361137318016173,0.004361137318016173,0.004361137318016173
43,0.118,0.120395,35.0,3000,0.118,0.120395,35.0,-0.0023950000000000082,0.1191409836065574,0.1204225737704918,35.05245901639345,0.0,0.0,0.11076271343211852,0.011076271343211853,0.011076271343211853
44,0.1088,0.120648,35.0,3000,0.1088,0.120648,35.0,-0.011848000000000011,0.11929999999999999,0.12067516393442623,35.05245901639345,0.0,0.0,0.5479401372625207,0.05479401372625207,0.05479401372625207
45,0.1151,0.1209,35.0,3000,0.1151,0.1209,35.0,-0.0058,0.11988688524590164,0.1209279344262295,35.05573770491804,0.0,0.0,0.2682353811717266,0.026823538117172658,0.026823538117172658
46,0.1175,0.121153,35.0,3000,0.1175,0.121153,35.0,-0.0036530000000000035,0.12022459016393443,0.12118088524590163,35.05737704918034,0.0,0.0,0.16894204265867555,0.016894204265867557,0.016894204265867557
47,0.1299,0.121407,35.1,3000,0.1299,0.121407,35.1,0.008492999999999987,0.12057213114754098,0.12143401639344262,35.059016393442626,0.0,0.0,0.3927798434985294,0.03927798434985294,0.03927798434985294
48,0.1244,0.12166,35.1,3000,0.1244,0.12166,35.1,0.0027399999999999924,0.12079672131147541,0.12168731147540984,35.06065573770492,0.0,0.0,0.12671809386388427,0.012671809386388427,0.012671809386388427
49,0.1078,0.121913,35.0,3000,0.1078,0.121913,35.0,-0.014112999999999987,0.12090819672131148,0.1219407868852459,35.06065573770492,0.0,0.0,0.65269067835803,0.065269067835803,0.065269067835803
50,0.1248,0.122167,35.1,3000,0.1248,0.122167,35.1,0.0026329999999999965,0.12131803278688526,0.12219444262295082,35.062295081967214,0.0,0.0,0.12176961355606124,0.012176961355606124,0.012176961355606124
51,0.1193,0.122421,35.0,3000,0.1193,0.122421,35.0,-0.0031209999999999988,0.12142622950819672,0.1224482786885246,35.06393442622951,0.0,0.0,0.14433838355809628,0.01443383835580963,0.01443383835580963
52,0.1173,0.122675,35.0,3000,0.1173,0.122675,35.0,-0.005375000000000005,0.12190327868852459,0.1227022950819672,35.0672131147541,0.0,0.0,0.248580202378971,0.0248580202378971,0.0248580202378971
53,0.1278,0.122929,35.1,3000,0.1278,0.122929,35.1,0.004871,0.12208032786885246,0.12295647540983605,35.06885245901639,0.0,0.0,0.225271472704738,0.0225271472704738,0.0225271472704738
54,0.1314,0.123183,35.1,3000,0.1314,0.123183,35.1,0.008216999999999988,0.12241475409836065,0.12321083606557377,35.070491803278685,0.00014743721481871958,0.0,0.38001553915311626,0.03809738810494379,0.03809738810494379
55,0.1309,0.123438,35.1,3000,0.1309,0.123438,35.1,0.0074619999999999825,0.12267377049180328,0.12346537704918033,35.072131147540986,0.00032526225253901405,0.0,0.3450986921212792,0.03472128967627828,0.03472128967627828
56,0.117,0.123692,35.0,3000,0.117,0.123692,35.0,-0.00669199999999999,0.1230327868852459,0.12372009836065574,35.075409836065575,0.0005717412605184011,0.0,0.3094881328967572,0.03132044510901268,0.03132044510901268
57,0.1215,0.123947,35.1,3000,0.1215,0.123947,35.1,-0.0024470000000000047,0.12348196721311476,0.12397499999999999,35.07868852459016,0.0008801213892232195,0.0,0.11316758236676143,0.011888837139671236,0.011888837139671236
58,0.1269,0.124202,35.1,3000,0.1269,0.124202,35.1,0.002698000000000006,0.12361803278688525,0.12423008196721312,35.08032786885246,0.0009735358077724884,2.8215908128987482e-05,0.12477569972436552,0.013117422224520916,0.013117422224520916
59,0.1323,0.124458,35.1,3000,0.1323,0.124458,35.1,0.007842000000000002,0.12401967213114753,0.12448534426229509,35.083606557377045,0.0012492771637311593,0.0003103749894188623,0.3626727343359794,0.03715689733737791,0.03715689733737791
60,0.1209,0.124713,35.1,3000,0.1209,0.124713,35.1,-0.003813000000000011,0.12432622950819672,0.12474077049180328,35.086885245901634,0.0014597409741975824,0.0005925340707087372,0.17634163938065456,0.01873112908897107,0.01873112908897107
61,0.1235,0.124969,35.1,3000,0.1235,0.124969,35.1,-0.001468999999999998,0.12478852459016393,0.12499637704918033,35.09016393442623,0.0017771249022806347,0.0008746931519992235,0.06793754740366653,0.008167559214848873,0.008167559214848873
62,0.1164,0.125224,35.0,3000,0.1164,0.125224,35.0,-0.008823999999999999,0.12470983606557377,0.12525218032786886,35.09016393442623,0.001723102106011184,0.0008746931519992235,0.4080877592171233,0.04214746557861941,0.04214746557861941
63,0.1159,0.12548,35.0,3000,0.1159,0.12548,35.0,-0.009580000000000005,0.12492459016393442,0.1255081639344262,35.09180327868852,0.0018705393208299035,0.0010157726926441608,0.4430508537284728,0.04577487910454776,0.04577487910454776
64,0.1322,0.125737,35.1,3000,0.1322,0.125737,35.1,0.006463000000000024,0.1252688524590164,0.12576432786885247,35.09344262295082,0.0021068890545087753,0.0011568522332890982,0.2988974600884268,0.03154843695259566,0.03154843695259566
65,0.1368,0.125993,35.2,3000,0.1368,0.125993,35.2,0.010807000000000011,0.12522622950819673,0.1260206557377049,35.093442622950825,0.0020776267065294915,0.0011568522332897097,0.49979651109014694,0.051619321526581295,0.051619321526581295
66,0.1257,0.126249,35.1,3000,0.1257,0.126249,35.1,-0.0005489999999999939,0.12568196721311475,0.12627716393442623,35.09672131147541,0.0023905087349234172,0.0014390113145795846,0.025389866252289013,0.0044525701315740185,0.0044525701315740185
67,0.1345,0.126506,35.2,3000,0.1345,0.126506,35.2,0.007994000000000001,0.12594590163934427,0.1265338524590164,35.09836065573771,0.0025717101974105567,0.001580090855224522,0.36970235122185907,0.039036869464308906,0.039036869464308906
68,0.1297,0.126763,35.1,3000,0.1297,0.126763,35.1,0.002937000000000023,0.12646065573770493,0.12679073770491803,35.1016393442623,0.0029251093230065824,0.0018622499365150084,0.13582884732782194,0.015949768276865225,0.015949768276865225
69,0.1219,0.12702,35.1,3000,0.1219,0.12702,35.1,-0.0051199999999999996,0.1268606557377049,0.1270477868852459,35.104918032786884,0.0031997252040429714,0.002144409017804272,0.23678709510331725,0.026294633147410727,0.026294633147410727
70,0.1302,0.127277,35.1,3000,0.1302,0.127277,35.1,0.002923000000000009,0.12690655737704917,0.12730501639344263,35.104918032786884,0.0032312385018668185,0.002144409017804272,0.13518138261464815,0.016154545542129316,0.016154545542129316
71,0.1398,0.127535,35.2,3000,0.1398,0.127535,35.2,0.012264999999999998,0.12701311475409838,0.12756244262295083,35.104918032786884,0.0033043943718150566,0.002144409017804272,0.5672253362191769,0.05940649221804855,0.05940649221804855
72,0.1275,0.127792,35.1,3000,0.1275,0.127792,35.1,-0.0002919999999999867,0.12720327868852457,0.12782003278688525,35.10655737704918,0.003434949462799552,0.002285488558449209,0.01350426401761045,0.004154515692193056,0.004154515692193056
73,0.1406,0.12805,35.2,3000,0.1406,0.12805,35.2,0.012550000000000006,0.1273704918032787,0.1280778032786885,35.10819672131147,0.003549747904872162,0.0024265680990941466,0.5804058678802018,0.060954564950960625,0.060954564950960625
74,0.1073,0.128308,35.0,3000,0.1073,0.128308,35.0,-0.021008,0.12764590163934428,0.12833575409836065,35.11147540983607,0.003738827691815263,0.0027087271803846328,0.9715670495957986,0.10026412475435595,0.10026412475435595
75,0.1351,0.128566,35.2,3000,0.1351,0.128566,35.2,0.006533999999999984,0.12815081967213116,0.12859388524590165,35.114754098360656,0.004085473967877599,0.0029908862616745075,0.302181031133803,0.03362138275791937,0.03362138275791937
76,0.1295,0.128824,35.1,3000,0.1295,0.128824,35.1,0.0006760000000000099,0.12875081967213114,0.1288522131147541,35.119672131147546,0.0044973977894321926,0.0034141248836099315,0.03126329615036032,0.00690316939906944,0.00690316939906944
77,0.1267,0.129083,35.1,3000,0.1267,0.129083,35.1,-0.0023829999999999962,0.12909180327868852,0.1291107213114754,35.122950819672134,0.004731496573266501,0.003696283964899806,0.11020774367796957,0.015020318131645134,0.015020318131645134
78,0.1301,0.129341,35.1,3000,0.1301,0.129341,35.1,0.0007589999999999819,0.12924426229508196,0.12936939344262297,35.12459016393443,0.004836165741038566,0.0038373635055447435,0.03510183694988545,0.007613032303049799,0.007613032303049799
79,0.1137,0.1296,35.0,3000,0.1137,0.1296,35.0,-0.015899999999999997,0.12944918032786884,0.12962824590163935,35.12622950819672,0.004976850106323606,0.003978443046189681,0.7353349242466297,0.07776305575532075,0.07776305575532075
80,0.1281,0.129859,35.1,3000,0.1281,0.129859,35.1,-0.0017590000000000106,0.12968852459016394,0.1298872950819672,35.12786885245902,0.00514116944497655,0.004119522586834619,0.08134931646225343,0.012506572432168756,0.012506572432168756
81,0.133,0.130118,35.2,3000,0.133,0.130118,35.2,0.0028819999999999957,0.1299016393442623,0.1301465081967213,35.12950819672131,0.005287481184872988,0.004260602127479556,0.1332852359546405,0.017830536897501383,0.017830536897501383
82,0.1422,0.130378,35.2,3000,0.1422,0.130378,35.2,0.011822,0.13021967213114755,0.13040590163934426,35.132786885245906,0.0055058233197953724,0.004542761208770042,0.5467377027951985,0.059388245739579355,0.059388245739579355
83,0.1265,0.130637,35.1,3000,0.1265,0.130637,35.1,-0.004137000000000002,0.13089016393442623,0.13066547540983606,35.13934426229509,0.005966142563008028,0.005107079371350403,0.19132582274266094,0.024287344783058912,0.024287344783058912
84,0.1244,0.130897,35.1,3000,0.1244,0.130897,35.1,-0.006497000000000017,0.13104426229508195,0.13092524590163934,35.14098360655738,0.006071937205702366,0.005248158911994729,0.3004698743918469,0.03530578635088991,0.03530578635088991
85,0.1271,0.131157,35.1,3000,0.1271,0.131157,35.1,-0.004057000000000005,0.13120983606557376,0.1311851967213115,35.14262295081967,0.006185610172852685,0.005389238452639666,0.18762602438167175,0.02413055866368134,0.02413055866368134
86,0.1387,0.131417,35.2,3000,0.1387,0.131417,35.2,0.007282999999999984,0.1313426229508197,0.13144532786885246,35.14426229508197,0.006276773641557409,0.005530317993285215,0.3368203932885656,0.039144521694190186,0.039144521694190186
87,0.1343,0.131677,35.2,3000,0.1343,0.131677,35.2,0.002623000000000014,0.1315590163934426,0.13170565573770493,35.14590163934427,0.006425336331298392,0.005671397533930153,0.12130713876093839,0.017725031874920333,0.017725031874920333
88,0.1277,0.131938,35.1,3000,0.1277,0.131938,35.1,-0.004237999999999992,0.13200983606557376,0.13196616393442623,35.149180327868855,0.006734841934925482,0.005953556615220028,0.1959968181734095,0.025465718228847523,0.025465718228847523
89,0.1363,0.132199,35.2,3000,0.1363,0.132199,35.2,0.0041009999999999935,0.1323245901639344,0.13222685245901641,35.15245901639344,0.006950933120003304,0.006235715696509903,0.18966091348021535,0.02504312680015116,0.02504312680015116
90,0.1332,0.132459,35.2,3000,0.1332,0.132459,35.2,0.0007410000000000194,0.13256065573770492,0.13248770491803277,35.15573770491803,0.0071130015088116845,0.006517874777799778,0.03426938231866459,0.009679857907043999,0.009679857907043999
91,0.1405,0.13272,35.2,3000,0.1405,0.13272,35.2,0.007780000000000009,0.1327655737704918,0.13274875409836065,35.157377049180326,0.007253685874096724,0.006658954318444715,0.359805390606213,0.04236017345839536,0.04236017345839536
92,0.1274,0.132982,35.1,3000,0.1274,0.132982,35.1,-0.005581999999999976,0.1332344262295082,0.13300996721311475,35.16065573770492,0.007575571701868902,0.006941113399735201,0.25815343063802954,0.03247474301995154,0.03247474301995154
93,0.1306,0.133243,35.1,3000,0.1306,0.133243,35.1,-0.0026430000000000065,0.13345737704918034,0.13327137704918035,35.162295081967216,0.00772863629129903,0.0070821929403801385,0.12223208835118538,0.01901737065955794,0.01901737065955794
94,0.1304,0.133505,35.1,3000,0.1304,0.133505,35.1,-0.0031050000000000244,0.13395245901639344,0.13353296721311478,35.167213114754105,0.008068529717827677,0.007505431562315562,0.1435984238858996,0.021480744595756843,0.021480744595756843
95,0.1221,0.133766,35.1,3000,0.1221,0.133766,35.1,-0.011665999999999996,0.13439508196721311,0.13379473770491804,35.17213114754098,0.008372407946843368,0.007928670184249764,0.5395230959912692,0.06137654231063756,0.06137654231063756
96,0.1364,0.134028,35.2,3000,0.1364,0.134028,35.2,0.0023719999999999852,0.13434918032786886,0.13405668852459018,35.17213114754098,0.008340894649019522,0.007928670184249764,0.10969902140333303,0.018373651208258436,0.018373651208258436
97,0.1364,0.13429,35.2,3000,0.1364,0.13429,35.2,0.0021100000000000008,0.13454590163934427,0.13431883606557377,35.173770491803275,0.008475951639693162,0.008069749724894701,0.09758218177109368,0.0172850241741336,0.0172850241741336
98,0.1346,0.134553,35.2,3000,0.1346,0.134553,35.2,4.699999999999149e-05,0.13469016393442623,0.13458116393442623,35.17377049180328,0.00857499343285383,0.008069749724895312,0.0021736315370808395,0.0078085463162869025,0.0078085463162869025
99,0.1329,0.134815,35.2,3000,0.1329,0.134815,35.2,-0.001915,0.13483770491803282,0.1348436721311475,35.175409836065576,0.008676286175859079,0.008210829265540249,0.08856392326618215,0.016548685657311678,0.016548685657311678
100,0.1238,0.135078,35.1,3000,0.1238,0.135078,35.1,-0.01127800000000001,0.13498032786885247,0.13510636065573772,35.17540983606557,0.008774202494097456,0.008210829265539638,0.5215790739404716,0.059913846331595424,0.059913846331595424
101,0.132,0.135341,35.1,3000,0.132,0.135341,35.1,-0.003340999999999983,0.1352049180327869,0.13536924590163935,35.17704918032787,0.008928392558449856,0.008351908806185186,0.1545128290508162,0.023342715269620326,0.023342715269620326
102,0.1329,0.135604,35.2,3000,0.1329,0.135604,35.2,-0.002704000000000012,0.135127868852459,0.13563229508196722,35.17704918032787,0.008875495237102668,0.008351908806185186,0.12505318460144,0.020362367565807032,0.020362367565807032
103,0.1294,0.135867,35.1,3000,0.1294,0.135867,35.1,-0.0064670000000000005,0.13545737704918032,0.13589554098360654,35.18032786885246,0.009101715696481013,0.008634067887475061,0.2990824500064752,0.03798287717522895,0.03798287717522895
104,0.1348,0.13613,35.2,3000,0.1348,0.13613,35.2,-0.0013299999999999979,0.13539508196721312,0.13615896721311474,35.18032786885246,0.00905894764943437,0.008634067887475061,0.06150914775144755,0.014197747719145861,0.014197747719145861
105,0.1396,0.136394,35.2,3000,0.1396,0.136394,35.2,0.0032060000000000144,0.13620655737704918,0.13642257377049183,35.18524590163935,0.00961605773596313,0.009057306509410485,0.14826941931664817,0.023341706087393475,0.023341706087393475
106,0.1517,0.136658,35.3,3000,0.1517,0.136658,35.3,0.015042,0.13626065573770493,0.13668637704918032,35.18524590163935,0.009653198408398393,0.009057306509410485,0.6956545868250192,0.0781043642753135,0.0781043642753135
107,0.1383,0.136922,35.2,3000,0.1383,0.136922,35.2,0.001378000000000018,0.13647213114754098,0.13695036065573768,35.18688524590164,0.00979838467337254,0.009198386050055423,0.06372902676804208,0.015041449227010215,0.015041449227010215
108,0.1392,0.137186,35.2,3000,0.1392,0.137186,35.2,0.002013999999999988,0.1368819672131147,0.13721452459016395,35.19016393442623,0.0100797534039426,0.009480545131345297,0.09314242373790589,0.018236218369189604,0.018236218369189604
109,0.1369,0.13745,35.2,3000,0.1369,0.13745,35.2,-0.0005499999999999949,0.13697213114754098,0.13747888524590166,35.19180327868853,0.010141654524668042,0.009621624671990847,0.025436113731801425,0.011541092982212082,0.011541092982212082
110,0.1224,0.137715,35.1,3000,0.1224,0.137715,35.1,-0.01531500000000001,0.13752786885245902,0.1377434262295082,35.19672131147541,0.01052319052332108,0.010044863293925047,0.7082801487318957,0.08017930453682953,0.08017930453682953
111,0.1378,0.137979,35.2,3000,0.1378,0.137979,35.2,-0.00017899999999998473,0.13799344262295082,0.13800814754098362,35.2,0.010842825401248694,0.010327022375215534,0.008278298832712925,0.010457421987886826,0.010457421987886826
112,0.1387,0.138244,35.2,3000,0.1387,0.138244,35.2,0.0004559999999999842,0.13799999999999998,0.1382730655737705,35.199999999999996,0.010847327300937801,0.010327022375214922,0.021088850657638464,0.011741403405177148,0.011741403405177148
113,0.1582,0.138509,35.4,3000,0.1582,0.138509,35.4,0.019691000000000014,0.13809508196721312,0.13853816393442622,35.2016393442623,0.010912604846430078,0.010468101915860471,0.9106591190780124,0.10077613053694592,0.10077613053694592
114,0.1372,0.138775,35.2,3000,0.1372,0.138775,35.2,-0.0015750000000000208,0.13846229508196722,0.13880344262295083,35.204918032786885,0.011164711229020872,0.010750260997150346,0.07283978023197844,0.017228605571348997,0.017228605571348997
115,0.1415,0.13904,35.2,3000,0.1415,0.13904,35.2,0.00245999999999999,0.13893606557377047,0.13906890163934427,35.20819672131148,0.011489973481559869,0.011032420078440831,0.11376879960042151,0.021603467742666277,0.021603467742666277
116,0.139,0.139306,35.2,3000,0.139,0.139306,35.2,-0.0003060000000000007,0.1391065573770492,0.13933455737704917,35.20983606557377,0.01160702287347704,0.011173499619085158,0.014151728730784229,0.01175311264560979,0.01175311264560979
117,0.1302,0.139572,35.1,3000,0.1302,0.139572,35.1,-0.009371999999999991,0.13908032786885247,0.13960039344262296,35.209836065573775,0.011589015274720555,0.01117349961908577,0.4334313779898999,0.05366937263232979,0.05366937263232979
118,0.149,0.139838,35.3,3000,0.149,0.139838,35.3,0.009162000000000003,0.139372131147541,0.1398664262295082,35.21147540983607,0.011789349810886453,0.011314579159730708,0.42371940729230345,0.05286366289623922,0.05286366289623922
119,0.1461,0.140104,35.3,3000,0.1461,0.140104,35.3,0.005996000000000001,0.13974754098360656,0.14013263934426232,35.21475409836066,0.012047083568088646,0.011596738241020582,0.2772998871561505,0.038459777595127816,0.038459777595127816
120,0.1467,0.14037,35.3,3000,0.1467,0.14037,35.3,0.006330000000000002,0.13998032786885245,0.14039903278688526,35.216393442622945,0.012206901007052445,0.011737817781664907,0.29274654531328104,0.040143594631328425,0.040143594631328425
121,0.1334,0.140637,35.2,3000,0.1334,0.140637,35.2,-0.007237000000000021,0.14028032786885247,0.14066562295081966,35.218032786885246,0.01241286291782976,0.011878897322310457,0.3346930092309985,0.04450738615026681,0.04450738615026681
122,0.1521,0.140903,35.3,3000,0.1521,0.140903,35.3,0.011197000000000012,0.1403311475409836,0.14093239344262296,35.21803278688524,0.012447752640420442,0.011878897322309845,0.51783302809997,0.06284406635684775,0.06284406635684775
123,0.13,0.14117,35.1,3000,0.13,0.14117,35.1,-0.011169999999999985,0.14071967213114753,0.14119934426229508,35.221311475409834,0.01271449019700087,0.012161056403600332,0.5165843461531349,0.06296311734426414,0.06296311734426414
124,0.1461,0.141437,35.3,3000,0.1461,0.141437,35.3,0.0046630000000000005,0.1410688524590164,0.1414664918032787,35.22459016393443,0.012954216355446597,0.012443215484890817,0.21565199696616574,0.03309624419887957,0.03309624419887957
125,0.1592,0.141705,35.4,3000,0.1592,0.141705,35.4,0.01749500000000001,0.14129344262295082,0.14173381967213117,35.226229508196724,0.013108406419798995,0.012584295025535755,0.8090996540688551,0.0925765033361388,0.0925765033361388
