day,current,current_theoretical,temperature,speed_rpm,friction_torque,I_obs,I_theo,T,delta_I,F,current_s,current_theoretical_s,temperature_s,norm_current,norm_temperature,norm_F,norm_abs_delta,HI1,HI2_like
720,0.2899,0.288221,36.4,3000,0.011817,0.2899,0.288221,36.4,0.001678999999999986,0.011817,0.28515555555555555,0.2883518888888889,36.36666666666667,0.11187545864666244,0.1107286288009181,0.1192038958289223,0.07764951810126297,0.11421104569130452,0.1081661571306864
740,0.2782,0.29385,36.3,3000,0.012048,0.2782,0.29385,36.3,-0.015649999999999997,0.012048,0.29094444444444445,0.29398244444444444,36.41111111111111,0.11584976070277257,0.11455345190284963,0.12296617208749328,0.723773054368538,0.11808124292744024,0.17631801286936838
760,0.2889,0.29952,36.4,3000,0.01228,0.2889,0.29952,36.4,-0.010620000000000018,0.01228,0.29745555555555553,0.29965244444444444,36.46666666666667,0.12031989698853174,0.11933448078026418,0.12674473525627453,0.4911482324213347,0.1223715071405882,0.15715637647974515
780,0.3068,0.305229,36.5,3000,0.012514,0.3068,0.305229,36.5,0.0015710000000000446,0.012514,0.30216666666666664,0.3053623333333333,36.5,0.12355426180962711,0.12220309810671266,0.13055587224547632,0.07265479031393007,0.12573459272159146,0.11812652373432879
800,0.3169,0.310978,36.6,3000,0.01275,0.3169,0.310978,36.6,0.005922000000000038,0.01275,0.30768888888888885,0.31111222222222223,36.544444444444444,0.12734548661171297,0.12602792120864417,0.1343995830550986,0.2738775736722371,0.12955090728628418,0.14166930396699817
820,0.3181,0.316767,36.6,3000,0.012987,0.3181,0.316767,36.6,0.001332999999999973,0.012987,0.3126555555555555,0.3169025555555556,36.58888888888889,0.13075530046791495,0.1298527443105757,0.1382595807749312,0.061647890189983505,0.1332012873439028,0.123618920400787
840,0.3217,0.322597,36.7,3000,0.013226,0.3217,0.322597,36.7,-0.0008970000000000367,0.013226,0.3198111111111111,0.3227336666666667,36.644444444444446,0.13566787345089945,0.13463377318799025,0.1421521523151843,0.041483989122594586,0.1377305510008173,0.12599095995234166
860,0.3261,0.328468,36.7,3000,0.013467,0.3261,0.328468,36.7,-0.0023679999999999812,0.013467,0.32780000000000004,0.32860566666666663,36.711111111111116,0.14115256285270983,0.14037100784088785,0.14607729767585792,0.10951403148528337,0.14271990903844728,0.13779332096301167
880,0.3226,0.33438,36.7,3000,0.01371,0.3226,0.33438,36.7,-0.011780000000000013,0.01371,0.33384444444444444,0.3345188888888889,36.76666666666667,0.1453023139439265,0.1451520367183024,0.15003501685695209,0.5447953086556798,0.14692870451836065,0.18521404410869582
900,0.3346,0.340334,36.8,3000,0.013954,0.3346,0.340334,36.8,-0.005734000000000017,0.013954,0.3375777777777778,0.3404736666666667,36.8,0.14786539550026626,0.1480206540447503,0.1540090229482565,0.2651830475239112,0.15004671681595966,0.15963597533875176
920,0.3426,0.34633,36.8,3000,0.0142,0.3426,0.34633,36.8,-0.003730000000000011,0.0142,0.3437111111111111,0.3464703333333333,36.85555555555556,0.15207617234282436,0.15280168292216545,0.15801560285998145,0.17250309858112814,0.15430007513969757,0.15430024261149003
940,0.3608,0.352368,37.0,3000,0.014447,0.3608,0.352368,37.0,0.008431999999999995,0.014447,0.3495111111111111,0.35250911111111116,36.9,0.1560581026178522,0.15662650602409636,0.16203846968191665,0.3899587472482754,0.15826491177152358,0.17959026793245556
960,0.3612,0.358448,37.0,3000,0.014696,0.3612,0.358448,37.0,0.002752000000000032,0.014696,0.3552555555555556,0.35859033333333334,36.94444444444444,0.16000189179829163,0.16045132912602786,0.1660939103242724,0.12727306361803453,0.16222398574793215,0.15684136831219997
980,0.3505,0.364571,36.9,3000,0.014947,0.3505,0.364571,36.9,-0.014071,0.014947,0.36323333333333335,0.36471433333333336,37.0,0.16547895298118429,0.16523235800344244,0.17018192478704866,0.6507482842185112,0.16707567411768845,0.21394423736048152
1000,0.3733,0.370737,37.1,3000,0.0152,0.3733,0.370737,37.1,0.0025630000000000375,0.0152,0.3709555555555556,0.37088133333333334,37.05555555555556,0.17078056512897036,0.170013386880857,0.17430251307024544,0.11853228999019746,0.17185981125879396,0.16536394305306473
1020,0.3739,0.376946,37.1,3000,0.015455,0.3739,0.376946,37.1,-0.003045999999999993,0.015455,0.37841111111111114,0.37709155555555557,37.12222222222222,0.17589910002273215,0.17575062153375395,0.17845567517386277,0.14086982259466851,0.1767642056278322,0.17235905265768126
1040,0.3778,0.383199,37.1,3000,0.015711,0.3778,0.383199,37.1,-0.005398999999999987,0.015711,0.3829777777777778,0.38334533333333337,37.15555555555555,0.1790342979978977,0.17861923886020245,0.18262512418769036,0.249690141887267,0.18020807533678607,0.1859961176024108
1060,0.3944,0.389496,37.2,3000,0.015969,0.3944,0.389496,37.2,0.004903999999999964,0.015969,0.38870000000000005,0.3896431111111111,37.199999999999996,0.1829628307405018,0.18244406196213395,0.18682714702193848,0.2267976395286444,0.18421158768333107,0.1872166194247241
1080,0.4041,0.395837,37.3,3000,0.016229,0.4041,0.395837,37.3,0.00826300000000002,0.016229,0.3969,0.3959851111111111,37.266666666666666,0.18859245630174792,0.18818129661503155,0.19106174367660714,0.3821429232106866,0.18937447494560536,0.2078447130709627
1100,0.4097,0.402222,37.4,3000,0.016491,0.4097,0.402222,37.4,0.007477999999999985,0.016491,0.4038666666666667,0.4023716666666667,37.32222222222222,0.193375349563132,0.1929623254924461,0.19532891415169626,0.3458386517934771,0.1939764923549923,0.20851842376849503
1120,0.4019,0.408652,37.3,3000,0.016755,0.4019,0.408652,37.3,-0.006752000000000036,0.016755,0.4102111111111111,0.40880311111111106,37.36666666666667,0.19773106256512596,0.19678714859437763,0.19962865844720598,0.3122629816675013,0.1982064383297043,0.2089482759826764
1140,0.4127,0.415128,37.4,3000,0.01702,0.4127,0.415128,37.4,-0.0024279999999999857,0.01702,0.4171222222222222,0.41527966666666666,37.422222222222224,0.20247581473192153,0.20156817747179218,0.20394468965292595,0.11228888025602558,0.20280839350224722,0.19323021196929963
1160,0.4243,0.421649,37.5,3000,0.017288,0.4243,0.421649,37.5,0.0026510000000000145,0.017288,0.4221111111111111,0.42180177777777783,37.46666666666667,0.20590088502595888,0.2053930005737237,0.20830958158927673,0.12260206818728467,0.2066423519326731,0.19744403222903267
1180,0.436,0.428216,37.6,3000,0.017557,0.436,0.428216,37.6,0.007784000000000013,0.017557,0.4267,0.42836966666666665,37.51111111111111,0.2090513394389598,0.20921782367565522,0.21269076043583773,0.35999038052426263,0.21035843363520618,0.22418686460666395
1200,0.431,0.434829,37.5,3000,0.017828,0.431,0.434829,37.5,-0.003829000000000027,0.017828,0.43320000000000003,0.4349837777777778,37.55555555555556,0.21351384750580132,0.21304264677758675,0.21710451310281928,0.17708159905285317,0.2146763403191147,0.20975282247845287
1220,0.44,0.441488,37.6,3000,0.018101,0.44,0.441488,37.6,-0.0014879999999999893,0.018101,0.44181111111111115,0.4416443333333333,37.62222222222223,0.21942571716700163,0.21877988143048432,0.22155083959022134,0.06881624951440109,0.2200403428678251,0.20420331146761225
1240,0.4393,0.448195,37.6,3000,0.018376,0.4393,0.448195,37.6,-0.008894999999999986,0.018376,0.44872222222222224,0.4483516666666667,37.67777777777778,0.2241704693337972,0.22356091030789826,0.22602973989804395,0.4113713302625008,0.2246993022261038,0.24273816567019282
1260,0.4454,0.454948,37.7,3000,0.018653,0.4454,0.454948,37.7,-0.009548000000000001,0.018653,0.4560777777777778,0.4551061111111111,37.733333333333334,0.2292203502572999,0.22834193918531281,0.23054121402628708,0.44157093438407685,0.229506970362048,0.2502358059019808
1280,0.4682,0.461749,37.8,3000,0.018932,0.4682,0.461749,37.8,0.0064509999999999845,0.018932,0.4623333333333334,0.461908,37.77777777777778,0.2335150375079525,0.23216676228724434,0.23508526197495075,0.29834249033427657,0.23379496102726025,0.23966071398540786
1300,0.4794,0.468597,37.9,3000,0.019212,0.4794,0.468597,37.9,0.010803000000000007,0.019212,0.46903333333333336,0.46875766666666663,37.833333333333336,0.23811485351531217,0.2369477911646589,0.23964559683382466,0.4996115211720973,0.23841720120666088,0.26397275469332737
1320,0.4749,0.475494,37.9,3000,0.019495,0.4749,0.475494,37.9,-0.0005940000000000389,0.019495,0.4764222222222222,0.4756554444444444,37.888888888888886,0.24318761909556788,0.24172882004207283,0.24425479242332937,0.027471002830347594,0.2432693699495854,0.2212512577056721
1340,0.4905,0.482439,38.0,3000,0.01978,0.4905,0.482439,38.0,0.008060999999999985,0.01978,0.4857222222222222,0.4826016666666667,37.96666666666667,0.2495724383296642,0.24842226047045346,0.24889656183325462,0.37280093234918693,0.2491058459840787,0.2616077432668138
1360,0.4923,0.489433,38.0,3000,0.020067,0.4923,0.489433,38.0,0.0028670000000000084,0.020067,0.49374444444444443,0.4895966666666667,38.022222222222226,0.2550800123882276,0.253203289347868,0.2535709050636004,0.1325915237619556,0.25417648021653616,0.24236198276551052
1380,0.4913,0.496476,38.0,3000,0.020356,0.4913,0.496476,38.0,-0.005175999999999958,0.020356,0.5014666666666666,0.49664077777777776,38.08888888888889,0.2603816245360136,0.258940524000765,0.2582778221143667,0.2393769539560079,0.2593570735813875,0.2579208823442009
1400,0.5065,0.503568,38.1,3000,0.020646,0.5065,0.503568,38.1,0.0029319999999999347,0.020646,0.5050333333333332,0.5037344444444445,38.12222222222222,0.2628302828085881,0.26180914132721345,0.2630010260753433,0.13559760993025602,0.26268581465567753,0.24985173015041126
1420,0.523,0.510711,38.3,3000,0.020939,0.523,0.510711,38.3,0.012288999999999994,0.020939,0.5129777777777778,0.5108778888888889,38.18888888888889,0.26828445933472783,0.26754637598011105,0.2677730907669506,0.5683352757274736,0.26795786366508245,0.29810502013534823
1440,0.5176,0.517903,38.2,3000,0.021234,0.5176,0.517903,38.2,-0.0003030000000000532,0.021234,0.5193555555555556,0.5180715555555556,38.24444444444444,0.2726630569934749,0.272327404857525,0.2725777292789785,0.014012986292249558,0.2725660618662112,0.2467141368893649
1460,0.5377,0.525146,38.4,3000,0.021531,0.5377,0.525146,38.4,0.012553999999999954,0.021531,0.5260111111111111,0.5253156666666666,38.3,0.2772323601251639,0.27710843373493954,0.27741494161142694,0.5805908577982488,0.2772714783673111,0.3075372282949163
1480,0.5115,0.53244,38.2,3000,0.02183,0.5115,0.53244,38.2,-0.02094000000000007,0.02183,0.5339666666666667,0.5326106666666667,38.36666666666667,0.2826941648702212,0.28284566838783715,0.28228472776429586,0.968422220988961,0.28258116258667054,0.35130484636149917
1500,0.5464,0.539785,38.5,3000,0.022131,0.5464,0.539785,38.5,0.0066150000000000375,0.022131,0.5392222222222222,0.539957,38.41111111111111,0.28630231241828275,0.28667049148976864,0.2871870877375854,0.30592707697430715,0.2866856195943358,0.2883568336417567
1520,0.5479,0.547182,38.5,3000,0.022434,0.5479,0.547182,38.5,0.0007180000000001074,0.022434,0.5450555555555555,0.5473548888888888,38.455555555555556,0.2903071273500636,0.2904953145917002,0.29212202153129535,0.03320569028988423,0.29097997776182205,0.2646440304544548
1540,0.5522,0.55463,38.5,3000,0.02274,0.5522,0.55463,38.5,-0.002429999999999932,0.02274,0.5528555555555557,0.5548047777777778,38.52222222222222,0.2956621370302735,0.29623254924459713,0.29710581605563613,0.11238137521504783,0.2962815071320152,0.27747666390233183
1560,0.5629,0.562131,38.6,3000,0.023047,0.5629,0.562131,38.6,0.0007689999999999086,0.023047,0.5602777777777779,0.562307,38.577777777777776,0.30075778726728225,0.3010135781220117,0.30210589749018724,0.03556431174500573,0.30128078401624486,0.2743023874287369
1580,0.5538,0.569685,38.5,3000,0.023357,0.5538,0.569685,38.5,-0.015885000000000038,0.023357,0.5697000000000001,0.5698618888888888,38.65555555555556,0.307226516909473,0.30770701855039234,0.307154839655369,0.7346412120539461,0.30729753019872047,0.3500881118341501
1600,0.5755,0.577292,38.7,3000,0.023669,0.5755,0.577292,38.7,-0.0017920000000000158,0.023669,0.5758555555555556,0.577469888888889,38.7,0.31145255018986645,0.31153184165232384,0.3122363556409714,0.08287548328616177,0.31174274039024463,0.2886146663651103
1620,0.5878,0.584952,38.8,3000,0.023983,0.5878,0.584952,38.8,0.0028479999999999617,0.023983,0.5829888888888889,0.5851313333333334,38.75555555555556,0.3163498667350156,0.3163128705297384,0.3173504454469943,0.13171282165121848,0.3166926700431527,0.2978769131753166
1640,0.6045,0.592666,38.9,3000,0.024299,0.6045,0.592666,38.9,0.011834000000000011,0.024299,0.5917888888888889,0.5928466666666667,38.82222222222222,0.3223914161178164,0.3220501051826354,0.3224971090734377,0.5472926725493475,0.3223601464652477,0.3447962140271743
1660,0.5963,0.600434,38.9,3000,0.024618,0.5963,0.600434,38.9,-0.004133999999999971,0.024618,0.5997666666666667,0.6006161111111111,38.888888888888886,0.32786847730070906,0.3277873398355324,0.3276926334305119,0.1911870803041224,0.3277907044531047,0.3141800532347563
1680,0.6018,0.608257,38.9,3000,0.024939,0.6018,0.608257,38.9,-0.006457000000000046,0.024939,0.6088888888888889,0.6084401111111111,38.96666666666667,0.33413124503212255,0.334480780263913,0.33292073160800667,0.29861997521135364,0.3337774723800401,0.3306675018579933
1700,0.6121,0.616135,39.0,3000,0.025262,0.6121,0.616135,39.0,-0.004035000000000011,0.025262,0.6174222222222222,0.6163191111111112,39.03333333333333,0.33998971716089904,0.34021801491681,0.3381814036059219,0.18660857983239995,0.33940246696783927,0.3247086778670269
1720,0.6314,0.624068,39.1,3000,0.025587,0.6314,0.624068,39.1,0.007332000000000005,0.025587,0.6251222222222222,0.6242534444444444,39.08888888888889,0.34527607287084977,0.3449990437942245,0.3434746494242577,0.3390865197846726,0.3445901688492175,0.34458786029307575
1740,0.6347,0.632056,39.2,3000,0.025914,0.6347,0.632056,39.2,0.0026440000000000907,0.025914,0.6326555555555555,0.6322435555555556,39.15555555555556,0.3504480052970353,0.3507362784471221,0.34880046906301404,0.12227833583070163,0.3499290222451452,0.3277031066379236
1760,0.6359,0.640101,39.2,3000,0.026244,0.6359,0.640101,39.2,-0.00420100000000001,0.026244,0.6405333333333333,0.6402897777777778,39.21111111111111,0.3558564125096688,0.355517307324536,0.35417514943240125,0.1942856614314528,0.35520014939559863,0.339614561105564
1780,0.6523,0.648203,39.3,3000,0.026576,0.6523,0.648203,39.3,0.004097000000000017,0.026576,0.6490666666666667,0.6483924444444445,39.27777777777778,0.36171488463844537,0.3612545419774336,0.3595824036222089,0.189475923562167,0.36087644775056027,0.3443759028655646
1800,0.6571,0.656361,39.3,3000,0.026911,0.6571,0.656361,39.3,0.0007390000000000452,0.026911,0.6573222222222221,0.656552,39.34444444444445,0.36738265129427994,0.3669917766303312,0.36503851854264735,0.03417688735964105,0.3664840298984188,0.33396435623482884
1820,0.6723,0.664577,39.5,3000,0.027248,0.6723,0.664577,39.5,0.007723000000000035,0.027248,0.6634222222222221,0.6647688888888889,39.4,0.371570543480085,0.37177280550774516,0.37052720728350624,0.3571692842740093,0.3712458282168145,0.37018098306639247
1840,0.6672,0.67285,39.4,3000,0.027587,0.6672,0.67285,39.4,-0.005649999999999933,0.027587,0.6716666666666666,0.6730435555555556,39.46666666666667,0.377230681917002,0.3775100401606427,0.37604846984478574,0.2612982592448685,0.37687277934045443,0.36570727921069884
1860,0.6786,0.681181,39.5,3000,0.027928,0.6786,0.681181,39.5,-0.0025810000000000555,0.027928,0.6807,0.6813763333333333,39.53333333333333,0.38343242389707405,0.3832472748135397,0.3816023062264858,0.11936474462142091,0.3827548528956613,0.3569793686986251
1880,0.6864,0.689571,39.6,3000,0.028272,0.6864,0.689571,39.6,-0.003171000000000035,0.028272,0.6886444444444444,0.6897676666666666,39.599999999999994,0.38888660042321366,0.3889845094664367,0.3872050033388166,0.14665075753371629,0.3883176232523193,0.3646874933950697
1900,0.6863,0.69802,39.6,3000,0.028619,0.6863,0.69802,39.6,-0.011719999999999953,0.028619,0.6968,0.6982178888888888,39.666666666666664,0.39448571310878916,0.39472174411933425,0.3928565611817782,0.542020459884935,0.39396271613644435,0.40929819553904
1920,0.7089,0.706528,39.8,3000,0.028968,0.7089,0.706528,39.8,0.0023719999999999297,0.028968,0.7031888888888889,0.7067274444444445,39.71111111111111,0.3988719389864539,0.3985465672212658,0.39854069284516036,0.10969902140333046,0.3986909284839635,0.36987330428684456
1940,0.7172,0.715096,39.8,3000,0.029319,0.7172,0.715096,39.8,0.0021039999999999948,0.029319,0.7120111111111112,0.7152968888888889,39.78888888888889,0.40492874480709007,0.4052400076496464,0.40425739832896307,0.0973046968940192,0.4047560261082569,0.3742441557264221
1960,0.7238,0.723725,39.9,3000,0.029673,0.7238,0.723725,39.9,7.500000000004725e-05,0.029673,0.7206222222222222,0.7239265555555555,39.855555555555554,0.4108406144682903,0.4109772423025434,0.41002296454339654,0.0034685609634296844,0.4105817625614281,0.3701375660763675
1980,0.7305,0.732413,39.9,3000,0.030029,0.7305,0.732413,39.9,-0.0019129999999999425,0.030029,0.7289555555555556,0.7326167777777778,39.92222222222222,0.4165617786565487,0.41671447695544034,0.41582110457825044,0.08847142830715475,0.41633308238892264,0.3837909181963322
2000,0.7298,0.741163,39.9,3000,0.030388,0.7298,0.741163,39.9,-0.011363000000000012,0.030388,0.7388666666666667,0.7413681111111111,40.0,0.42336614993111726,0.423407917383821,0.4216681053437352,0.5255101096990229,0.4227801878160743,0.43359098777108374
2020,0.7466,0.749975,40.1,3000,0.030749,0.7466,0.749975,40.1,-0.003374999999999906,0.030749,0.7477777777777779,0.7501808888888889,40.06666666666667,0.4294839815030949,0.42914515203671855,0.42754767992964055,0.1560852433542331,0.4287385100591106,0.40205940032161464
2040,0.7561,0.758848,40.1,3000,0.031113,0.7561,0.758848,40.1,-0.0027479999999999727,0.031113,0.7581000000000001,0.7590555555555555,40.15555555555555,0.43657059687761757,0.436794798240581,0.4334761152461767,0.12708807369998232,0.43553236857920596,0.4056783949005949
2060,0.7614,0.767783,40.2,3000,0.031479,0.7614,0.767783,40.2,-0.0063830000000000275,0.031479,0.7671888888888889,0.7679925555555556,40.22222222222222,0.44281047995227796,0.4425320328934786,0.43943712438313326,0.2951976617274376,0.44157411609131747,0.4279795863650941
