day,current,current_theoretical,temperature,speed_rpm,domain_unit,time_index,delta_I,current_s,current_theoretical_s,temperature_s,friction_torque_s,delta_I_s,fused_rms_vector,fused_rms_mean,fused_std_mean,fused_envelope_rms_mean,fused_rms_max,fused_std_max,fused_envelope_rms_max,fused_total_energy_sum,fused_total_energy_mean,fused_variance_mean,HI_flywheel,life_ratio_observed
12,0.1146,0.112652,35.0,3000,attachment2,12,0.0019479999999999,0.1134209302325581,0.1148963953488372,35.02093023255814,,-0.001475465116279,0.0,0.0,0.2043153769616337,0.0,0.0,0.291879109945191,0.0,0.0,0.0,0.0729697774862977,0.0114569301925875,0.0034285714285714
13,0.0976,0.1129,35.0,3000,attachment2,13,-0.0152999999999999,0.113525,0.1150213636363636,35.02045454545455,,-0.0014963636363636,0.0,0.0,0.2072093044167192,0.0,0.0,0.2960132920238846,0.0,0.0,0.0,0.0740033230059711,0.0114569301925875,0.0037142857142857
14,0.0993,0.113147,35.0,3000,attachment2,14,-0.0138469999999999,0.11342,0.1151464,35.02,,-0.0017263999999999,0.0,0.0,0.2390636436570631,0.0,0.0,0.3415194909386616,0.0,0.0,0.0,0.0853798727346654,0.0114569301925875,0.004
15,0.1089,0.113394,35.0,3000,attachment2,15,-0.0044939999999999,0.1134565217391304,0.1152714782608695,35.0195652173913,,-0.0018149565217391,0.0,0.0,0.2513265287106748,0.0,0.0,0.3590378981581069,0.0,0.0,0.0,0.0897594745395267,0.0114569301925875,0.0042857142857142
16,0.1055,0.113642,35.0,3000,attachment2,16,-0.008142,0.1135425531914893,0.1153966170212766,35.01914893617022,,-0.0018540638297872,0.0,0.0,0.2567419223364862,0.0,0.0,0.3667741747664088,0.0,0.0,0.0,0.0916935436916022,0.0114569301925875,0.0045714285714285
17,0.1164,0.11389,35.0,3000,attachment2,17,0.0025099999999999,0.1138833333333333,0.1155218333333333,35.020833333333336,,-0.0016384999999999,0.0,0.0,0.2268916706047829,0.0,0.0,0.3241309580068328,0.0,0.0,0.0,0.0810327395017082,0.0114569301925875,0.0048571428571428
18,0.1069,0.114138,35.0,3000,attachment2,18,-0.007238,0.1140979591836734,0.1156471020408163,35.022448979591836,,-0.0015491428571428,0.0,0.0,0.2145179193546615,0.0,0.0,0.3064541705066593,0.0,0.0,0.0,0.0766135426266648,0.0114569301925875,0.0051428571428571
19,0.1031,0.114386,35.0,3000,attachment2,19,-0.011286,0.113972,0.11577242,35.022,,-0.0018004199999999,0.0,0.0,0.2493135804640011,0.0,0.0,0.356162257805716,0.0,0.0,0.0,0.089040564451429,0.0114569301925875,0.0054285714285714
20,0.1264,0.114634,35.1,3000,attachment2,20,0.011766,0.1141843137254902,0.1158978039215686,35.023529411764706,,-0.0017134901960784,0.0,0.0,0.2372759555405279,0.0,0.0,0.3389656507721828,0.0,0.0,0.0,0.0847414126930457,0.0114569301925875,0.0057142857142857
21,0.1131,0.114883,35.0,3000,attachment2,21,-0.0017829999999999,0.1142826923076923,0.11602325,35.02307692307692,,-0.0017405576923077,0.0,0.0,0.2410241334096449,0.0,0.0,0.344320190585207,0.0,0.0,0.0,0.0860800476463017,0.0114569301925875,0.006
22,0.1157,0.115132,35.0,3000,attachment2,22,0.0005679999999999,0.1143396226415094,0.1161487547169811,35.02264150943396,,-0.0018091320754717,0.0,0.0,0.2505199871519538,0.0,0.0,0.3578856959313626,0.0,0.0,0.0,0.0894714239828406,0.0114569301925875,0.0062857142857142
23,0.104,0.115381,35.0,3000,attachment2,23,-0.011381,0.1145888888888888,0.1162743148148148,35.02407407407407,,-0.0016854259259259,0.0,0.0,0.2333897491693292,0.0,0.0,0.333413927384756,0.0,0.0,0.0,0.083353481846189,0.0114569301925875,0.0065714285714285
24,0.1113,0.11563,35.0,3000,attachment2,24,-0.00433,0.1148945454545454,0.1163999272727272,35.025454545454544,,-0.0015053818181818,0.0,0.0,0.2084580992525725,0.0,0.0,0.2977972846465322,0.0,0.0,0.0,0.074449321161633,0.0114569301925875,0.0068571428571428
25,0.1168,0.115879,35.0,3000,attachment2,25,0.000921,0.1151803571428571,0.1165256071428571,35.026785714285715,,-0.0013452499999999,0.0,0.0,0.1862838082887305,0.0,0.0,0.2661197261267579,0.0,0.0,0.0,0.0665299315316894,0.0114569301925875,0.0071428571428571
26,0.1069,0.116128,35.0,3000,attachment2,26,-0.009228,0.1152122807017543,0.1166513333333333,35.026315789473685,,-0.0014390526315789,0.0,0.0,0.1992731496290248,0.0,0.0,0.284675928041464,0.0,0.0,0.0,0.071168982010366,0.0114569301925875,0.0074285714285714
27,0.1194,0.116378,35.0,3000,attachment2,27,0.003022,0.1153206896551724,0.1167771206896551,35.02758620689655,,-0.0014564310344827,0.0,0.0,0.2016796280344509,0.0,0.0,0.2881137543349299,0.0,0.0,0.0,0.0720284385837324,0.0114569301925875,0.0077142857142857
28,0.1118,0.116628,35.0,3000,attachment2,28,-0.0048279999999999,0.1155169491525423,0.1169029661016949,35.02881355932203,,-0.0013860169491525,0.0,0.0,0.1919290211045263,0.0,0.0,0.2741843158636091,0.0,0.0,0.0,0.0685460789659022,0.0114569301925875,0.008
29,0.1145,0.116878,35.0,3000,attachment2,29,-0.0023779999999999,0.1157966666666666,0.1170288833333333,35.03,,-0.0012322166666666,0.0,0.0,0.1706314910265839,0.0,0.0,0.2437592728951199,0.0,0.0,0.0,0.0609398182237799,0.0114569301925875,0.0082857142857142
30,0.1123,0.117128,35.0,3000,attachment2,30,-0.0048279999999999,0.1158803278688524,0.1171548524590164,35.03114754098361,,-0.0012745245901639,0.0,0.0,0.1764900906250693,0.0,0.0,0.2521287008929561,0.0,0.0,0.0,0.063032175223239,0.0114569301925875,0.0085714285714285
31,0.1322,0.117378,35.1,3000,attachment2,31,0.014822,0.1160409836065573,0.1174051639344262,35.032786885245905,,-0.0013641803278688,0.0,0.0,0.1889051898665525,0.0,0.0,0.2698645569522179,0.0,0.0,0.0,0.0674661392380544,0.0114569301925875,0.0088571428571428
32,0.1175,0.117628,35.0,3000,attachment2,32,-0.000128,0.1161655737704918,0.1176556393442623,35.032786885245905,,-0.0014900655737705,0.0,0.0,0.2063371787265586,0.0,0.0,0.2947673981807981,0.0,0.0,0.0,0.0736918495451995,0.0114569301925875,0.0091428571428571
33,0.1094,0.117879,35.0,3000,attachment2,33,-0.008479,0.1161737704918032,0.1179062950819672,35.032786885245905,,-0.0017325245901639,0.0,0.0,0.2399117477120319,0.0,0.0,0.3427310681600456,0.0,0.0,0.0,0.0856827670400114,0.0114569301925875,0.0094285714285714
34,0.1247,0.11813,35.1,3000,attachment2,34,0.00657,0.1163311475409836,0.1181571311475409,35.032786885245905,,-0.0018259836065573,0.0,0.0,0.2528535068591701,0.0,0.0,0.3612192955131001,0.0,0.0,0.0,0.090304823878275,0.0114569301925875,0.0097142857142857
35,0.1086,0.118381,35.0,3000,attachment2,35,-0.0097809999999999,0.1167901639344262,0.1184081475409836,35.03606557377049,,-0.0016179836065573,0.0,0.0,0.2240506582257907,0.0,0.0,0.3200723688939867,0.0,0.0,0.0,0.0800180922234966,0.0114569301925875,0.01
36,0.1203,0.118632,35.1,3000,attachment2,36,0.001668,0.1170622950819672,0.1186593278688524,35.03770491803279,,-0.0015970327868852,0.0,0.0,0.2211494885730889,0.0,0.0,0.3159278408186985,0.0,0.0,0.0,0.0789819602046746,0.0114569301925875,0.0102857142857142
37,0.1032,0.118883,35.0,3000,attachment2,37,-0.015683,0.1172377049180327,0.1189106885245901,35.03934426229508,,-0.0016729836065573,0.0,0.0,0.2316667960855789,0.0,0.0,0.3309525658365413,0.0,0.0,0.0,0.0827381414591353,0.0114569301925875,0.0105714285714285
38,0.1085,0.119135,35.0,3000,attachment2,38,-0.010635,0.1174360655737704,0.1191622295081967,35.040983606557376,,-0.0017261639344262,0.0,0.0,0.2390309544215418,0.0,0.0,0.3414727920307741,0.0,0.0,0.0,0.0853681980076935,0.0114569301925875,0.0108571428571428
39,0.121,0.119387,35.1,3000,attachment2,39,0.001613,0.1176655737704918,0.1194139508196721,35.04262295081968,,-0.0017483770491803,0.0,0.0,0.2421069206808607,0.0,0.0,0.3458670295440867,0.0,0.0,0.0,0.0864667573860216,0.0114569301925875,0.0111428571428571
40,0.1255,0.119638,35.1,3000,attachment2,40,0.005862,0.1178934426229508,0.1196658360655737,35.04426229508197,,-0.0017723934426229,0.0,0.0,0.2454325963782036,0.0,0.0,0.3506179948260052,0.0,0.0,0.0,0.0876544987065013,0.0114569301925875,0.0114285714285714
41,0.1213,0.119891,35.1,3000,attachment2,41,0.001409,0.1184065573770491,0.1199179016393442,35.04754098360656,,-0.001511344262295,0.0,0.0,0.2092837500952628,0.0,0.0,0.2989767858503754,0.0,0.0,0.0,0.0747441964625938,0.0114569301925875,0.0117142857142857
42,0.1192,0.120143,35.0,3000,attachment2,42,-0.0009429999999999,0.1187147540983606,0.1201701475409836,35.049180327868854,,-0.0014553934426229,0.0,0.0,0.2015359472590584,0.0,0.0,0.2879084960843692,0.0,0.0,0.0,0.0719771240210923,0.0114569301925875,0.012
43,0.118,0.120395,35.0,3000,attachment2,43,-0.002395,0.1191409836065574,0.1204225737704918,35.05245901639345,,-0.0012815901639344,0.0,0.0,0.1774684976049664,0.0,0.0,0.2535264251499521,0.0,0.0,0.0,0.063381606287488,0.0114569301925875,0.0122857142857142
44,0.1088,0.120648,35.0,3000,attachment2,44,-0.011848,0.1192999999999999,0.1206751639344262,35.05245901639345,,-0.0013751639344262,0.0,0.0,0.1904261473527122,0.0,0.0,0.2720373533610175,0.0,0.0,0.0,0.0680093383402543,0.0114569301925875,0.0125714285714285
45,0.1151,0.1209,35.0,3000,attachment2,45,-0.0058,0.1198868852459016,0.1209279344262295,35.05573770491804,,-0.0010410491803278,0.0,0.0,0.1441595286581191,0.0,0.0,0.205942183797313,0.0,0.0,0.0,0.0514855459493282,0.0114569301925875,0.0128571428571428
46,0.1175,0.121153,35.0,3000,attachment2,46,-0.003653,0.1202245901639344,0.1211808852459016,35.05737704918034,,-0.0009562950819672,0.0,0.0,0.1324231850709057,0.0,0.0,0.1891759786727225,0.0,0.0,0.0,0.0472939946681806,0.0114569301925875,0.0131428571428571
47,0.1299,0.121407,35.1,3000,attachment2,47,0.0084929999999999,0.1205721311475409,0.1214340163934426,35.059016393442626,,-0.0008618852459016,0.0,0.0,0.1193497609473534,0.0,0.0,0.1704996584962192,0.0,0.0,0.0,0.0426249146240548,0.0114569301925875,0.0134285714285714
48,0.1244,0.12166,35.1,3000,attachment2,48,0.0027399999999999,0.1207967213114754,0.1216873114754098,35.06065573770492,,-0.0008905901639344,0.0,0.0,0.1233246811835657,0.0,0.0,0.1761781159765224,0.0,0.0,0.0,0.0440445289941306,0.0114569301925875,0.0137142857142857
49,0.1078,0.121913,35.0,3000,attachment2,49,-0.0141129999999999,0.1209081967213114,0.1219407868852459,35.06065573770492,,-0.0010325901639344,0.0,0.0,0.1429881643851995,0.0,0.0,0.2042688062645707,0.0,0.0,0.0,0.0510672015661426,0.0114569301925875,0.014
50,0.1248,0.122167,35.1,3000,attachment2,50,0.0026329999999999,0.1213180327868852,0.1221944426229508,35.062295081967214,,-0.0008764098360655,0.0,0.0,0.1213610569663595,0.0,0.0,0.1733729385233708,0.0,0.0,0.0,0.0433432346308427,0.0114569301925875,0.0142857142857142
51,0.1193,0.122421,35.0,3000,attachment2,51,-0.0031209999999999,0.1214262295081967,0.1224482786885246,35.06393442622951,,-0.0010220491803278,0.0,0.0,0.1415284992156518,0.0,0.0,0.202183570308074,0.0,0.0,0.0,0.0505458925770185,0.0114620285255907,0.0145714285714285
52,0.1173,0.122675,35.0,3000,attachment2,52,-0.005375,0.1219032786885245,0.1227022950819672,35.0672131147541,,-0.0007990163934426,0.0,0.0,0.1106439819034507,0.0,0.0,0.1580628312906439,0.0,0.0,0.0,0.0395157078226609,0.0115077503625767,0.0148571428571428
53,0.1278,0.122929,35.1,3000,attachment2,53,0.004871,0.1220803278688524,0.122956475409836,35.06885245901639,,-0.0008761475409835,0.0,0.0,0.1213247355935549,0.0,0.0,0.1733210508479356,0.0,0.0,0.0,0.0433302627119839,0.0115652951062458,0.0151428571428571
54,0.1314,0.123183,35.1,3000,attachment2,54,0.0082169999999999,0.1224147540983606,0.1232108360655737,35.070491803278685,,-0.0007960819672131,0.000139033293574,0.0001474372148187,0.1143833073483536,3.354196637125871e-05,0.0001474372148187,0.1574823379217299,5.160302518655185e-05,9.141107318760616e-05,9.583418963216772e-05,0.0421343650158609,0.0116336627254492,0.0154285714285714
55,0.1309,0.123438,35.1,3000,attachment2,55,0.0074619999999999,0.1226737704918032,0.1234653770491803,35.072131147540986,,-0.000791606557377,0.0003067223041442,0.000325262252539,0.1193859950927485,7.39971624526257e-05,0.000325262252539,0.156597004459637,0.0001138417883886,0.0002016625965741,0.0002114204641503,0.0456613124289109,0.0117164092949778,0.0157142857142857
56,0.117,0.123692,35.0,3000,attachment2,56,-0.0066919999999999,0.1230327868852459,0.1237200983606557,35.075409836065575,,-0.0006873114754098,0.0005391520086688,0.0005717412605184,0.1131572451060701,0.0001300711367679,0.0005717412605184,0.1359651675152181,0.0002001094411814,0.0003544795815214,0.0003716318193369,0.0459790437757495,0.0118273431144887,0.016
57,0.1215,0.123947,35.1,3000,attachment2,57,-0.002447,0.1234819672131147,0.1239749999999999,35.07868852459016,,-0.0004930327868852,0.0008299544700374,0.0008801213892232,0.0971163613083876,0.0002002276160482,0.0008801213892232,0.0975326149172345,0.0003080424862281,0.0005456752613183,0.000572078902995,0.0436121743068576,0.0119294999874712,0.0162857142857142
58,0.1269,0.124202,35.1,3000,attachment2,58,0.002698,0.1236180327868852,0.1242300819672131,35.08032786885246,,-0.0006120491803278,0.0009196525734928,0.0009735358077724,0.1217626746085925,0.0002432761852978,0.0009735358077724,0.1233634041894006,0.0003590778730042,0.0006143142459079,0.0006426738428972,0.0549573614986983,0.0120164472027593,0.0165714285714285
59,0.1323,0.124458,35.1,3000,attachment2,59,0.007842,0.1240196721311475,0.124485344262295,35.083606557377045,,-0.0004656721311475,0.0011957597397953,0.0012492771637311,0.1113314098753431,0.0005239752340749,0.0012492771637311,0.1561578421128905,0.0006389907504281,0.0008924943374924,0.0009206614027218,0.0544322951101427,0.0121163670577046,0.0168571428571428
60,0.1209,0.124713,35.1,3000,attachment2,60,-0.003813,0.1243262295081967,0.1247407704918032,35.086885245901634,,-0.0004145409836065,0.0014103101806987,0.0014597409741975,0.1139332598948945,0.0007898236412524,0.0014597409741975,0.1884320008811739,0.0008960564869298,0.0011302023508718,0.0011562185579764,0.0585136009260325,0.0122315641102541,0.0171428571428571
61,0.1235,0.124969,35.1,3000,attachment2,61,-0.0014689999999999,0.1247885245901639,0.1249963770491803,35.09016393442623,,-0.0002078524590164,0.0017256862925145,0.0017771249022806,0.0963626045937779,0.0010799963751882,0.0017771249022806,0.2252672891086584,0.0011905442645977,0.0014342008371736,0.0014612737896821,0.0558139740057528,0.0123370923979151,0.0174285714285714
62,0.1164,0.125224,35.0,3000,attachment2,62,-0.0088239999999999,0.1247098360655737,0.1252521803278688,35.09016393442623,,-0.000542344262295,0.0016747427956325,0.0017231021060111,0.1491107983200817,0.0010677061890369,0.0017231021060111,0.2466984993030244,0.0011716362859034,0.0014007067034866,0.0014261589721069,0.0766426555689096,0.0124656659814645,0.0177142857142857
63,0.1159,0.12548,35.0,3000,attachment2,63,-0.00958,0.1249245901639344,0.1255081639344262,35.09180327868852,,-0.0005835737704917,0.0018218176230233,0.0018705393208299,0.1603066734566611,0.0012102321005564,0.0018705393208299,0.2649871971329973,0.0013149410125091,0.0015457280021193,0.0015713710009648,0.0824170123778258,0.0125778979046244,0.018
64,0.1322,0.125737,35.1,3000,attachment2,64,0.006463,0.1252688524590164,0.1257643278688524,35.09344262295082,,-0.000495475409836,0.0020527369556992,0.0021068890545087,0.153563181877683,0.0013729856101165,0.0021068890545087,0.2831736955045992,0.0014893651207159,0.0017458750624452,0.0017743761670818,0.0817749625529085,0.0126979970287647,0.0182857142857142
65,0.1368,0.125993,35.2,3000,attachment2,65,0.010807,0.1252262295081967,0.1260206557377049,35.093442622950825,,-0.0007944262295081,0.0020251425615548,0.0020776267065294,0.1969516960393852,0.0013663284259517,0.0020776267065294,0.2898111272000047,0.0014791232989236,0.0017277324066983,0.0017553556408955,0.0978871934109473,0.0128384722011143,0.0185714285714285
66,0.1257,0.126249,35.1,3000,attachment2,66,-0.0005489999999999,0.1256819672131147,0.1262771639344262,35.09672131147541,,-0.0005951967213114,0.0023362733819638,0.0023905087349234,0.1717696659621423,0.0016554769777078,0.0023905087349234,0.2978322027100378,0.0017720354116999,0.0020289397151927,0.002057484637803,0.0897936128897159,0.0129641485521733,0.0188571428571428
67,0.1345,0.126506,35.2,3000,attachment2,67,0.007994,0.1259459016393442,0.1265338524590164,35.09836065573771,,-0.0005879508196721,0.0025151878949059,0.0025717101974105,0.1714932672483294,0.0018056842555718,0.0025717101974105,0.3002554667430038,0.0019271576249896,0.0021948948473798,0.0022246434276454,0.0899975101851986,0.0130831616440792,0.0191428571428571
68,0.1297,0.126763,35.1,3000,attachment2,68,0.002937,0.1264606557377049,0.126790737704918,35.1016393442623,,-0.000330081967213,0.0028645263379765,0.0029251093230065,0.13642650503856,0.0021040504469418,0.0029251093230065,0.3023944248361047,0.002234250721787,0.0025212227561397,0.0025531085377345,0.0778274715707787,0.0131800379366863,0.0194285714285714
69,0.1219,0.12702,35.1,3000,attachment2,69,-0.0051199999999999,0.1268606557377049,0.1270477868852459,35.104918032786884,,-0.0001871311475409,0.0031395721814273,0.0031997252040429,0.1176288396570568,0.0023844934501735,0.0031997252040429,0.3057193674912477,0.0025137696829878,0.0027987050532722,0.0028303645388594,0.0715779518186428,0.0132576010631635,0.0197142857142857
70,0.1302,0.127277,35.1,3000,attachment2,70,0.002923,0.1269065573770491,0.1273050163934426,35.104918032786884,,-0.0003984590163934,0.0031692892212752,0.0032312385018668,0.145301863401669,0.0023916627254285,0.0032312385018668,0.3004171931371849,0.0025247993372261,0.002818243297923,0.0028508481824449,0.080968829823127,0.0133432774106766,0.02
71,0.1398,0.127535,35.2,3000,attachment2,71,0.0122649999999999,0.1270131147540983,0.1275624426229508,35.104918032786884,,-0.0005493278688524,0.0032382752066364,0.003304394371815,0.1639334555188364,0.0024083056858417,0.003304394371815,0.2928838347958802,0.002550403891708,0.0028635999372909,0.0028983994979112,0.0869234437332799,0.0134258508722962,0.0202857142857142
72,0.1275,0.127792,35.1,3000,attachment2,72,-0.0002919999999999,0.1272032786885245,0.1278200327868852,35.10655737704918,,-0.0006167540983606,0.0033694301912515,0.0034349494627995,0.1721880521193639,0.0025469909141889,0.0034349494627995,0.2892762804764028,0.0026877998749718,0.0029981543191464,0.0030326381462769,0.0896141205083001,0.0135691085004988,0.0205714285714285
73,0.1406,0.12805,35.2,3000,attachment2,73,0.01255,0.1273704918032787,0.1280778032786885,35.10819672131147,,-0.0007073114754098,0.0034857266559428,0.0035497479048721,0.18190077891849,0.0026820915049086,0.0035497479048721,0.2798521899385185,0.0028196810311164,0.0031229395786765,0.0031566349728498,0.0922854511339678,0.0137069696563134,0.0208571428571428
74,0.1073,0.128308,35.0,3000,attachment2,74,-0.021008,0.1276459016393442,0.1283357540983606,35.11147540983607,,-0.0006898524590163,0.0036801119626637,0.0037388276918152,0.1782929620831798,0.0029430750467351,0.0037388276918152,0.2758849384116506,0.0030692623593853,0.0033473894974716,0.0033782925128145,0.0907837449742861,0.0138950876955839,0.0211428571428571
75,0.1351,0.128566,35.2,3000,attachment2,75,0.0065339999999999,0.1281508196721311,0.1285938852459016,35.114754098360656,,-0.0004430655737704,0.004023082468624,0.0040854739678775,0.1457425312448721,0.0032399049648357,0.0040854739678775,0.2812964077397369,0.0033739919588455,0.0036695306395204,0.0037023682707065,0.0798162721786366,0.0140105770535436,0.0214285714285714
76,0.1295,0.128824,35.1,3000,attachment2,76,0.000676,0.1287508196721311,0.1288522131147541,35.119672131147546,,-0.0001013934426229,0.0044356512338003,0.0044973977894321,0.1049356969037015,0.0036605694696844,0.0044973977894321,0.3029840540974975,0.0037932704006477,0.0040857540852197,0.0041182522723944,0.0674890368892179,0.014186509827325,0.0217142857142857
77,0.1267,0.129083,35.1,3000,attachment2,77,-0.0023829999999999,0.1290918032786885,0.1291107213114754,35.122950819672134,,-1.891803278689097e-05,0.0046724894545896,0.0047314965732665,0.0975344789343346,0.0039317948333032,0.0047314965732665,0.3163826664028756,0.0040586083778281,0.0043381157820871,0.0043691721603381,0.0662450891089385,0.0143793266967502,0.022
78,0.1301,0.129341,35.1,3000,attachment2,78,0.0007589999999999,0.1292442622950819,0.1293693934426229,35.12459016393443,,-0.000125131147541,0.0047792340136154,0.0048361657410385,0.1141670830361382,0.0040645910141195,0.0048361657410385,0.3227983937431381,0.0041869442879675,0.0044566208915509,0.0044865849586157,0.0728586447171046,0.0145713784258978,0.0222857142857142
79,0.1137,0.1296,35.0,3000,attachment2,79,-0.0158999999999999,0.1294491803278688,0.1296282459016393,35.12622950819672,,-0.0001790655737705,0.0049199409038959,0.0049768501063236,0.123314538407997,0.0042055806523701,0.0049768501063236,0.3283946373734267,0.0043278855172365,0.0045974554234727,0.0046274076352767,0.0767228380057928,0.0147858890092074,0.0225714285714285
80,0.1281,0.129859,35.1,3000,attachment2,80,-0.001759,0.1296885245901639,0.1298872950819672,35.12786885245902,,-0.0001987704918032,0.0050829355740624,0.0051411694449765,0.1243747501097021,0.0043519472470619,0.0051411694449765,0.3228331992728561,0.0044770989871842,0.0047529436388826,0.0047835930446268,0.076662659537275,0.0149656272644317,0.0228571428571428
81,0.133,0.130118,35.2,3000,attachment2,81,0.0028819999999999,0.1299016393442623,0.1301465081967213,35.12950819672131,,-0.000244868852459,0.0052289490786015,0.0052874811848729,0.129946821841351,0.0044942171130365,0.0052874811848729,0.3201285008108114,0.0046200097975672,0.0048972671430634,0.0049280735147852,0.0784791283316002,0.0151565726290903,0.0231428571428571
82,0.1422,0.130378,35.2,3000,attachment2,82,0.011822,0.1302196721311475,0.1304059016393442,35.132786885245906,,-0.0001862295081967,0.0054509287794669,0.0055058233197953,0.121138789970867,0.0047618578390283,0.0055058233197953,0.317835384267328,0.0048798329476289,0.0051398597176057,0.0051687515809365,0.0752756579078136,0.0153681702928738,0.0234285714285714
83,0.1265,0.130637,35.1,3000,attachment2,83,-0.004137,0.1308901639344262,0.130665475409836,35.13934426229509,,0.0002246885245901,0.0059171759610835,0.005966142563008,0.1312403144168264,0.0053025162474525,0.005966142563008,0.3337550614626802,0.0054077514884305,0.0056396985501781,0.0056654704459278,0.0806719759389296,0.0156327580640764,0.0237142857142857
84,0.1244,0.130897,35.1,3000,attachment2,84,-0.006497,0.1310442622950819,0.1309252459016393,35.14098360655738,,0.0001190163934426,0.006024981842961,0.0060719372057023,0.1207568116058795,0.0054355684738132,0.0060719372057023,0.3475866289872509,0.0055364813147924,0.0057589014540934,0.0057836148029046,0.0782898213810845,0.0158840874332168,0.024
85,0.1271,0.131157,35.1,3000,attachment2,85,-0.004057,0.1312098360655737,0.1311851967213115,35.14262295081967,,2.463934426227832e-05,0.0061402169848005,0.0061856101728526,0.1089445136181451,0.0055704130189881,0.0061856101728526,0.351775248867981,0.0056679685547142,0.0058829889191717,0.0059068800707781,0.0745376805503161,0.016122642132492,0.0242857142857142
86,0.1387,0.131417,35.2,3000,attachment2,86,0.0072829999999999,0.1313426229508197,0.1314453278688524,35.14426229508197,,-0.0001027049180327,0.0062342256696058,0.0062767736415574,0.1182472921359055,0.0057001366532671,0.0062767736415574,0.3467506819914527,0.0057915774701804,0.0059931204952139,0.0060155141646621,0.0774711282726223,0.0163686325957379,0.0245714285714285
87,0.1343,0.131677,35.2,3000,attachment2,87,0.002623,0.1315590163934426,0.1317056557377049,35.14590163934427,,-0.0001466393442623,0.0063823618198484,0.0064253363312983,0.1213183919062892,0.0058429186103314,0.0064253363312983,0.3367082480772814,0.005935276113009,0.0061388395882984,0.0061614577522195,0.077713031645941,0.016642722362658,0.0248571428571428
